dataset,model,test_acc,run,train_loss,train_acc,val_loss,val_acc,test_loss,size_MB,num_dimensions,num_classes,sequence_length,train_samples,test_samples,validation_samples,n_train_epochs,training_time_seconds
Epilepsy,1d_conv_circular_conv_sinusoidal,0.8551,2,0.1401,0.9633,0.3622,0.8571,0.5262,0.2375,3,4,206,109,138,28,39,36.64
Epilepsy,1d_conv_circular_conv_isolated_sinusoidal,0.2826,2,,,,,1.4547,0.2374,3,4,206,109,138,28,1,23.39
Epilepsy,linear_additive_sinusoidal,0.1377,3,,,,,1.5335,0.2338,3,4,206,109,138,28,1,22.14
Epilepsy,linear_additive_isolated_sinusoidal,0.8985,3,0.1141,0.9817,0.1831,0.9643,0.3336,0.2341,3,4,206,109,138,28,55,38.58
Epilepsy,1d_conv_additive_sinusoidal,0.2971,3,,,,,1.4728,0.2362,3,4,206,109,138,28,1,22.69
Epilepsy,linear_component_wise_sinusoidal,0.8695,3,0.1138,0.9908,0.2467,0.9286,0.5241,0.2353,3,4,206,109,138,28,41,36.38
Epilepsy,1d_conv_component_wise_sinusoidal,0.913,3,0.0869,1.0,0.2657,0.8571,0.4087,0.2375,3,4,206,109,138,28,39,36.08
Epilepsy,linear_circular_conv_sinusoidal,0.442,3,,,,,1.2882,0.235,3,4,206,109,138,28,1,23.48
Epilepsy,1d_conv_circular_conv_sinusoidal,0.8623,3,0.0997,0.9908,0.3351,0.8929,0.5668,0.2375,3,4,206,109,138,28,44,37.22
Epilepsy,1d_conv_circular_conv_isolated_sinusoidal,0.8986,3,0.0747,0.9908,0.3087,0.8929,0.4251,0.2376,3,4,206,109,138,28,52,39.96
Epilepsy,linear_additive_sinusoidal,0.942,4,0.0912,0.9817,0.104,1.0,0.2672,0.2341,3,4,206,109,138,28,78,45.33
Epilepsy,linear_additive_isolated_sinusoidal,0.2464,4,,,,,1.3155,0.2339,3,4,206,109,138,28,1,22.28
Epilepsy,1d_conv_additive_sinusoidal,0.1595,4,,,,,1.4845,0.2362,3,4,206,109,138,28,1,22.36
Epilepsy,linear_component_wise_sinusoidal,0.3551,4,,,,,1.2973,0.235,3,4,206,109,138,28,1,23.29
Epilepsy,1d_conv_component_wise_sinusoidal,0.3696,4,,,,,1.326,0.2373,3,4,206,109,138,28,1,23.32
Epilepsy,linear_circular_conv_sinusoidal,0.7899,4,0.1574,0.9541,0.3157,0.9286,0.6692,0.2353,3,4,206,109,138,28,46,37.38
Epilepsy,1d_conv_circular_conv_sinusoidal,0.8841,4,0.144,0.9541,0.3955,0.8929,0.6047,0.2375,3,4,206,109,138,28,43,36.79
Epilepsy,1d_conv_circular_conv_isolated_sinusoidal,0.8696,4,0.0952,0.9908,0.3217,0.8214,0.4986,0.2376,3,4,206,109,138,28,44,36.89
Epilepsy,linear_additive_sinusoidal,0.2753,5,,,,,1.5082,0.2338,3,4,206,109,138,28,1,21.7
Epilepsy,linear_additive_isolated_sinusoidal,0.2826,5,,,,,1.394,0.2339,3,4,206,109,138,28,1,22.19
Epilepsy,1d_conv_additive_sinusoidal,0.9058,5,0.0608,1.0,0.196,0.9643,0.3125,0.2364,3,4,206,109,138,28,42,35.1
Epilepsy,linear_component_wise_sinusoidal,0.855,5,0.1252,0.9908,0.2829,0.9286,0.5573,0.2353,3,4,206,109,138,28,39,36.17
Epilepsy,1d_conv_component_wise_sinusoidal,0.8985,5,0.0627,1.0,0.3356,0.8929,0.5581,0.2375,3,4,206,109,138,28,41,35.58
Epilepsy,linear_circular_conv_sinusoidal,0.8116,5,0.1878,0.9541,0.371,0.8571,0.6164,0.2353,3,4,206,109,138,28,48,37.43
Epilepsy,1d_conv_circular_conv_sinusoidal,0.2536,5,,,,,1.4394,0.2373,3,4,206,109,138,28,1,22.97
Epilepsy,1d_conv_circular_conv_isolated_sinusoidal,0.2029,5,,,,,1.4051,0.2374,3,4,206,109,138,28,1,22.86
NATOPS,linear_additive_sinusoidal,0.8333,1,0.3564,0.8264,0.4373,0.8333,0.4464,0.2042,24,6,51,144,180,36,46,36.07
NATOPS,linear_additive_isolated_sinusoidal,0.2111,1,,,,,1.7707,0.204,24,6,51,144,180,36,1,22.49
NATOPS,1d_conv_additive_sinusoidal,0.1833,1,,,,,1.8212,0.2165,24,6,51,144,180,36,1,22.82
NATOPS,linear_component_wise_sinusoidal,0.1167,1,,,,,1.867,0.2051,24,6,51,144,180,36,1,23.45
NATOPS,1d_conv_component_wise_sinusoidal,0.8556,1,0.1028,0.9722,0.0764,1.0,0.345,0.2179,24,6,51,144,180,36,73,44.17
NATOPS,linear_circular_conv_sinusoidal,0.9055,1,0.0708,0.9931,0.062,1.0,0.2487,0.2054,24,6,51,144,180,36,83,48.58
NATOPS,1d_conv_circular_conv_sinusoidal,0.9222,1,0.0737,0.9723,0.0412,1.0,0.2152,0.2179,24,6,51,144,180,36,71,44.38
NATOPS,1d_conv_circular_conv_isolated_sinusoidal,0.2833,1,,,,,1.7125,0.2177,24,6,51,144,180,36,1,24.17
NATOPS,linear_additive_sinusoidal,0.1445,2,,,,,1.847,0.2039,24,6,51,144,180,36,1,22.86
NATOPS,linear_additive_isolated_sinusoidal,0.7222,2,0.5412,0.7014,0.4387,0.7778,0.5508,0.2042,24,6,51,144,180,36,26,31.49
NATOPS,1d_conv_additive_sinusoidal,0.1056,2,,,,,1.8182,0.2165,24,6,51,144,180,36,1,23.42
NATOPS,linear_component_wise_sinusoidal,0.9278,2,0.1057,0.9653,0.1227,1.0,0.2579,0.2054,24,6,51,144,180,36,78,47.67
NATOPS,1d_conv_component_wise_sinusoidal,0.2167,2,,,,,1.8084,0.2177,24,6,51,144,180,36,1,23.88
NATOPS,linear_circular_conv_sinusoidal,0.85,2,0.2347,0.882,0.1832,0.9444,0.2678,0.2054,24,6,51,144,180,36,47,38.15
NATOPS,1d_conv_circular_conv_sinusoidal,0.7222,2,0.7308,0.7292,0.6686,0.8611,0.8032,0.2197,24,6,51,144,180,36,42,37.28
NATOPS,1d_conv_circular_conv_isolated_sinusoidal,0.1222,2,,,,,1.8995,0.2177,24,6,51,144,180,36,1,23.7
NATOPS,linear_additive_sinusoidal,0.8056,3,0.3334,0.8611,0.3114,0.8611,0.4172,0.2042,24,6,51,144,180,36,57,39.79
NATOPS,linear_additive_isolated_sinusoidal,0.7833,3,0.3195,0.8611,0.4051,0.8056,0.4585,0.2042,24,6,51,144,180,36,43,36.46
NATOPS,1d_conv_additive_sinusoidal,0.8611,3,0.203,0.9444,0.2534,0.9167,0.3716,0.2167,24,6,51,144,180,36,64,41.26
NATOPS,linear_component_wise_sinusoidal,0.8944,3,0.0218,0.9931,0.0571,1.0,0.2623,0.2054,24,6,51,144,180,36,100,52.49
NATOPS,1d_conv_component_wise_sinusoidal,0.9111,3,0.0749,0.9723,0.0483,1.0,0.2214,0.2179,24,6,51,144,180,36,64,42.58
NATOPS,linear_circular_conv_sinusoidal,0.8667,3,0.1262,0.9723,0.0863,1.0,0.307,0.2054,24,6,51,144,180,36,95,51.03
NATOPS,1d_conv_circular_conv_sinusoidal,0.1444,3,,,,,1.8358,0.2177,24,6,51,144,180,36,1,24.23
NATOPS,1d_conv_circular_conv_isolated_sinusoidal,0.8278,3,0.3093,0.8681,0.2651,0.8611,0.4091,0.218,24,6,51,144,180,36,32,35.58
NATOPS,linear_additive_sinusoidal,0.7944,4,0.3204,0.8889,0.3764,0.8611,0.5036,0.2042,24,6,51,144,180,36,55,39.68
NATOPS,linear_additive_isolated_sinusoidal,0.1111,4,,,,,1.8782,0.204,24,6,51,144,180,36,1,23.02
NATOPS,1d_conv_additive_sinusoidal,0.1611,4,,,,,1.8162,0.2165,24,6,51,144,180,36,1,23.08
NATOPS,linear_component_wise_sinusoidal,0.1556,4,,,,,1.8505,0.2051,24,6,51,144,180,36,1,23.8
NATOPS,1d_conv_component_wise_sinusoidal,0.2722,4,,,,,1.7384,0.2177,24,6,51,144,180,36,1,24.1
NATOPS,linear_circular_conv_sinusoidal,0.8278,4,0.1848,0.9166,0.1794,0.9722,0.3822,0.2054,24,6,51,144,180,36,49,39.29
NATOPS,1d_conv_circular_conv_sinusoidal,0.7944,4,0.3038,0.8194,0.2417,0.8889,0.4211,0.2179,24,6,51,144,180,36,41,37.87
NATOPS,1d_conv_circular_conv_isolated_sinusoidal,0.1611,4,,,,,1.8301,0.2177,24,6,51,144,180,36,1,23.81
NATOPS,linear_additive_sinusoidal,0.7945,5,0.2162,0.9306,0.2939,0.9167,0.4536,0.2042,24,6,51,144,180,36,61,40.91
NATOPS,linear_additive_isolated_sinusoidal,0.65,5,0.7978,0.7222,0.6481,0.8056,0.7593,0.2059,24,6,51,144,180,36,31,33.78
NATOPS,1d_conv_additive_sinusoidal,0.0055,5,,,,,1.9343,0.2165,24,6,51,144,180,36,1,23.14
NATOPS,linear_component_wise_sinusoidal,0.15,5,,,,,1.8744,0.2051,24,6,51,144,180,36,1,23.52
NATOPS,1d_conv_component_wise_sinusoidal,0.1722,5,,,,,1.7809,0.2177,24,6,51,144,180,36,1,23.65
NATOPS,linear_circular_conv_sinusoidal,0.8722,5,0.0982,0.9861,0.1883,0.9444,0.3174,0.2054,24,6,51,144,180,36,58,42.0
NATOPS,1d_conv_circular_conv_sinusoidal,0.1444,5,,,,,1.8076,0.2177,24,6,51,144,180,36,1,23.22
NATOPS,1d_conv_circular_conv_isolated_sinusoidal,0.2334,5,,,,,1.7699,0.2177,24,6,51,144,180,36,1,23.78
UWaveGestureLibraryAll,linear_additive_sinusoidal,0.8557,1,0.3368,0.9036,0.3903,0.8889,0.4496,0.4163,1,8,945,716,3582,180,65,119.6
UWaveGestureLibraryAll,linear_additive_isolated_sinusoidal,0.1234,1,,,,,2.0974,0.4161,1,8,945,716,3582,180,1,42.3
UWaveGestureLibraryAll,1d_conv_additive_sinusoidal,0.1295,1,,,,,2.0513,0.4174,1,8,945,716,3582,180,1,41.83
UWaveGestureLibraryAll,linear_component_wise_sinusoidal,0.8786,1,0.1195,0.9637,0.2941,0.9278,0.4353,0.4175,1,8,945,716,3582,180,56,118.38
UWaveGestureLibraryAll,1d_conv_component_wise_sinusoidal,0.885,1,0.238,0.9246,0.2401,0.95,0.3858,0.4188,1,8,945,716,3582,180,40,98.0
UWaveGestureLibraryAll,linear_circular_conv_sinusoidal,0.8872,1,0.1918,0.9414,0.2596,0.9222,0.3926,0.4175,1,8,945,716,3582,180,41,101.26
UWaveGestureLibraryAll,1d_conv_circular_conv_sinusoidal,0.8869,1,0.1925,0.9372,0.2444,0.9389,0.3805,0.4188,1,8,945,716,3582,180,36,94.4
UWaveGestureLibraryAll,1d_conv_circular_conv_isolated_sinusoidal,0.8855,1,0.2253,0.9274,0.2793,0.9333,0.3892,0.4188,1,8,945,716,3582,180,35,92.83
UWaveGestureLibraryAll,linear_additive_sinusoidal,0.8146,2,0.5424,0.8352,0.5089,0.8445,0.5725,0.4163,1,8,945,716,3582,180,56,110.09
UWaveGestureLibraryAll,linear_additive_isolated_sinusoidal,0.1161,2,,,,,2.1019,0.4161,1,8,945,716,3582,180,1,42.19
UWaveGestureLibraryAll,1d_conv_additive_sinusoidal,0.1125,2,,,,,2.0793,0.4174,1,8,945,716,3582,180,1,42.6
UWaveGestureLibraryAll,linear_component_wise_sinusoidal,0.8847,2,0.2114,0.9288,0.234,0.95,0.3732,0.4175,1,8,945,716,3582,180,39,96.87
UWaveGestureLibraryAll,1d_conv_component_wise_sinusoidal,0.8836,2,0.1864,0.9358,0.2854,0.9389,0.4105,0.4188,1,8,945,716,3582,180,41,99.0
UWaveGestureLibraryAll,linear_circular_conv_sinusoidal,0.8864,2,0.1346,0.9525,0.2798,0.9333,0.4041,0.4175,1,8,945,716,3582,180,51,114.3
UWaveGestureLibraryAll,1d_conv_circular_conv_sinusoidal,0.8839,2,0.205,0.933,0.254,0.9333,0.376,0.4188,1,8,945,716,3582,180,39,98.44
UWaveGestureLibraryAll,1d_conv_circular_conv_isolated_sinusoidal,0.096,2,,,,,2.1114,0.4186,1,8,945,716,3582,180,1,46.16
UWaveGestureLibraryAll,linear_additive_sinusoidal,0.5944,3,1.0724,0.6397,1.0364,0.6889,1.1717,0.4163,1,8,945,716,3582,180,47,97.61
UWaveGestureLibraryAll,linear_additive_isolated_sinusoidal,0.7272,3,0.5944,0.8212,0.7483,0.7778,0.8088,0.4163,1,8,945,716,3582,180,61,114.42
UWaveGestureLibraryAll,1d_conv_additive_sinusoidal,0.1067,3,,,,,2.132,0.4174,1,8,945,716,3582,180,1,42.43
UWaveGestureLibraryAll,linear_component_wise_sinusoidal,0.8822,3,0.1518,0.9483,0.2625,0.9444,0.3845,0.4175,1,8,945,716,3582,180,45,103.62
UWaveGestureLibraryAll,1d_conv_component_wise_sinusoidal,0.8947,3,0.1447,0.9581,0.247,0.9389,0.3679,0.4188,1,8,945,716,3582,180,44,102.61
UWaveGestureLibraryAll,linear_circular_conv_sinusoidal,0.8973,3,0.1675,0.9441,0.2049,0.95,0.3555,0.4175,1,8,945,716,3582,180,47,107.33
UWaveGestureLibraryAll,1d_conv_circular_conv_sinusoidal,0.8819,3,0.2162,0.9232,0.2507,0.9389,0.3886,0.4188,1,8,945,716,3582,180,35,93.63
UWaveGestureLibraryAll,1d_conv_circular_conv_isolated_sinusoidal,0.8869,3,0.1438,0.9553,0.2865,0.9333,0.4029,0.4188,1,8,945,716,3582,180,46,106.78
UWaveGestureLibraryAll,linear_additive_sinusoidal,0.1287,4,,,,,2.0946,0.416,1,8,945,716,3582,180,1,42.63
UWaveGestureLibraryAll,linear_additive_isolated_sinusoidal,0.7206,4,0.652,0.7905,0.7037,0.7722,0.8086,0.4163,1,8,945,716,3582,180,53,106.53
UWaveGestureLibraryAll,1d_conv_additive_sinusoidal,0.1474,4,,,,,2.0643,0.4174,1,8,945,716,3582,180,1,42.86
UWaveGestureLibraryAll,linear_component_wise_sinusoidal,0.8719,4,0.2705,0.912,0.2883,0.9278,0.4033,0.4175,1,8,945,716,3582,180,46,105.4
UWaveGestureLibraryAll,1d_conv_component_wise_sinusoidal,0.8755,4,0.2482,0.9134,0.2868,0.9222,0.4163,0.4188,1,8,945,716,3582,180,37,95.05
UWaveGestureLibraryAll,linear_circular_conv_sinusoidal,0.8816,4,0.2375,0.9162,0.2668,0.9222,0.397,0.4175,1,8,945,716,3582,180,40,98.22
UWaveGestureLibraryAll,1d_conv_circular_conv_sinusoidal,0.8791,4,0.1974,0.9413,0.3069,0.9222,0.3992,0.4188,1,8,945,716,3582,180,33,90.74
UWaveGestureLibraryAll,1d_conv_circular_conv_isolated_sinusoidal,0.8881,4,0.1642,0.9469,0.2527,0.9333,0.3798,0.4188,1,8,945,716,3582,180,37,96.35
UWaveGestureLibraryAll,linear_additive_sinusoidal,0.115,5,,,,,2.0944,0.416,1,8,945,716,3582,180,1,42.0
UWaveGestureLibraryAll,linear_additive_isolated_sinusoidal,0.7473,5,0.584,0.8282,0.7191,0.75,0.7234,0.4163,1,8,945,716,3582,180,45,96.41
UWaveGestureLibraryAll,1d_conv_additive_sinusoidal,0.1083,5,,,,,2.0708,0.4174,1,8,945,716,3582,180,1,42.73
UWaveGestureLibraryAll,linear_component_wise_sinusoidal,0.8922,5,0.135,0.9567,0.2271,0.95,0.3621,0.4175,1,8,945,716,3582,180,59,122.31
UWaveGestureLibraryAll,1d_conv_component_wise_sinusoidal,0.8816,5,0.2497,0.9288,0.262,0.9389,0.3922,0.4188,1,8,945,716,3582,180,37,94.57
UWaveGestureLibraryAll,linear_circular_conv_sinusoidal,0.8828,5,0.1396,0.9497,0.2552,0.9444,0.4176,0.4175,1,8,945,716,3582,180,51,114.44
UWaveGestureLibraryAll,1d_conv_circular_conv_sinusoidal,0.148,5,,,,,2.0781,0.4185,1,8,945,716,3582,180,1,46.91
UWaveGestureLibraryAll,1d_conv_circular_conv_isolated_sinusoidal,0.8914,5,0.1712,0.94,0.2587,0.9389,0.3674,0.4188,1,8,945,716,3582,180,38,97.49
Libras,linear_additive_sinusoidal,0.05,1,,,,,2.75,0.195,2,15,45,144,180,36,1,22.39
Libras,linear_additive_isolated_sinusoidal,0.6111,1,0.7204,0.7778,1.3126,0.6111,1.1305,0.1953,2,15,45,144,180,36,57,40.46
Libras,1d_conv_additive_sinusoidal,0.0556,1,,,,,2.7387,0.1968,2,15,45,144,180,36,1,22.12
Libras,linear_component_wise_sinusoidal,0.6444,1,0.6349,0.8681,1.689,0.6389,1.262,0.1964,2,15,45,144,180,36,37,35.83
Libras,1d_conv_component_wise_sinusoidal,0.6389,1,0.6666,0.8403,1.3656,0.6944,1.2312,0.1982,2,15,45,144,180,36,46,38.54
Libras,linear_circular_conv_sinusoidal,0.0389,1,,,,,2.7751,0.1961,2,15,45,144,180,36,1,23.99
Libras,1d_conv_circular_conv_sinusoidal,0.5889,1,0.6563,0.8333,1.4555,0.6111,1.2208,0.1982,2,15,45,144,180,36,42,36.54
Libras,1d_conv_circular_conv_isolated_sinusoidal,0.6556,1,0.498,0.8958,1.3403,0.6667,1.0949,0.1982,2,15,45,144,180,36,47,37.89
Libras,linear_additive_sinusoidal,0.6833,2,0.3221,0.9167,1.323,0.6667,0.9114,0.1952,2,15,45,144,180,36,84,45.7
Libras,linear_additive_isolated_sinusoidal,0.0389,2,,,,,2.7546,0.195,2,15,45,144,180,36,1,22.0
Libras,1d_conv_additive_sinusoidal,0.0277,2,,,,,2.7953,0.1968,2,15,45,144,180,36,1,22.37
Libras,linear_component_wise_sinusoidal,0.0555,2,,,,,2.7826,0.1962,2,15,45,144,180,36,1,22.4
Libras,1d_conv_component_wise_sinusoidal,0.0444,2,,,,,2.6886,0.1979,2,15,45,144,180,36,1,23.97
Libras,linear_circular_conv_sinusoidal,0.65,2,0.4341,0.8472,1.3092,0.7222,1.081,0.1964,2,15,45,144,180,36,67,44.07
Libras,1d_conv_circular_conv_sinusoidal,0.6111,2,0.6733,0.8473,1.5912,0.6111,1.3435,0.1982,2,15,45,144,180,36,40,37.99
Libras,1d_conv_circular_conv_isolated_sinusoidal,0.0222,2,,,,,2.716,0.198,2,15,45,144,180,36,1,23.93
Libras,linear_additive_sinusoidal,0.6445,3,0.4834,0.8889,1.3566,0.6389,1.0255,0.1952,2,15,45,144,180,36,64,40.69
Libras,linear_additive_isolated_sinusoidal,0.6,3,0.769,0.8056,1.665,0.6111,1.2293,0.1953,2,15,45,144,180,36,59,40.11
Libras,1d_conv_additive_sinusoidal,0.0611,3,,,,,2.7428,0.1968,2,15,45,144,180,36,1,22.44
Libras,linear_component_wise_sinusoidal,0.0389,3,,,,,2.8235,0.1962,2,15,45,144,180,36,1,23.89
Libras,1d_conv_component_wise_sinusoidal,0.5111,3,0.9331,0.7778,1.5274,0.5556,1.4385,0.1982,2,15,45,144,180,36,39,36.91
Libras,linear_circular_conv_sinusoidal,0.6222,3,0.6379,0.8264,1.4604,0.6111,1.2279,0.1964,2,15,45,144,180,36,42,37.29
Libras,1d_conv_circular_conv_sinusoidal,0.0556,3,,,,,2.7361,0.1979,2,15,45,144,180,36,1,25.25
Libras,1d_conv_circular_conv_isolated_sinusoidal,0.6555,3,0.346,0.9098,1.2141,0.7222,1.0026,0.1982,2,15,45,144,180,36,62,43.61
Libras,linear_additive_sinusoidal,0.4778,4,0.9922,0.7014,1.8416,0.5,1.4216,0.1952,2,15,45,144,180,36,61,40.86
Libras,linear_additive_isolated_sinusoidal,0.6167,4,0.8296,0.7986,1.6218,0.5278,1.1824,0.1953,2,15,45,144,180,36,47,36.1
Libras,1d_conv_additive_sinusoidal,0.0334,4,,,,,2.783,0.1968,2,15,45,144,180,36,1,22.34
Libras,linear_component_wise_sinusoidal,0.65,4,0.6114,0.8194,1.5807,0.6111,1.1828,0.1964,2,15,45,144,180,36,47,38.18
Libras,1d_conv_component_wise_sinusoidal,0.0666,4,,,,,2.7298,0.1979,2,15,45,144,180,36,1,24.05
Libras,linear_circular_conv_sinusoidal,0.65,4,0.5677,0.8611,1.2293,0.6389,1.0232,0.1964,2,15,45,144,180,36,50,39.39
Libras,1d_conv_circular_conv_sinusoidal,0.5722,4,0.6773,0.8264,1.5731,0.6111,1.2994,0.1982,2,15,45,144,180,36,38,36.65
Libras,1d_conv_circular_conv_isolated_sinusoidal,0.5611,4,0.712,0.8611,1.3984,0.6667,1.1447,0.1982,2,15,45,144,180,36,58,42.8
Libras,linear_additive_sinusoidal,0.0278,5,,,,,2.8241,0.195,2,15,45,144,180,36,1,22.63
Libras,linear_additive_isolated_sinusoidal,0.05,5,,,,,2.7958,0.195,2,15,45,144,180,36,1,22.58
Libras,1d_conv_additive_sinusoidal,0.1,5,,,,,2.7272,0.1968,2,15,45,144,180,36,1,22.08
Libras,linear_component_wise_sinusoidal,0.5556,5,0.8069,0.7847,1.454,0.5833,1.2774,0.1964,2,15,45,144,180,36,44,37.55
Libras,1d_conv_component_wise_sinusoidal,0.1222,5,,,,,2.6744,0.1979,2,15,45,144,180,36,1,23.91
Libras,linear_circular_conv_sinusoidal,0.1222,5,,,,,2.7586,0.1961,2,15,45,144,180,36,1,23.57
Libras,1d_conv_circular_conv_sinusoidal,0.6555,5,0.3101,0.9167,1.5841,0.6944,1.1829,0.1982,2,15,45,144,180,36,62,43.23
Libras,1d_conv_circular_conv_isolated_sinusoidal,0.5334,5,0.9687,0.7361,1.5019,0.6111,1.3514,0.1982,2,15,45,144,180,36,43,38.06
ArticularyWordRecognition,linear_additive_sinusoidal,0.9267,1,0.3547,0.9909,0.5401,0.9273,0.4468,0.2282,9,25,144,220,300,55,69,43.94
ArticularyWordRecognition,linear_additive_isolated_sinusoidal,0.9467,1,0.0196,1.0,0.2754,0.9091,0.1892,0.2282,9,25,144,220,300,55,82,48.77
ArticularyWordRecognition,1d_conv_additive_sinusoidal,0.0166,1,,,,,3.2156,0.2332,9,25,144,220,300,55,1,24.09
ArticularyWordRecognition,linear_component_wise_sinusoidal,0.95,1,0.0982,1.0,0.3686,0.8909,0.2355,0.2294,9,25,144,220,300,55,41,37.81
ArticularyWordRecognition,1d_conv_component_wise_sinusoidal,0.0267,1,,,,,3.2013,0.2343,9,25,144,220,300,55,1,24.85
ArticularyWordRecognition,linear_circular_conv_sinusoidal,0.9533,1,0.0269,1.0,0.4633,0.8909,0.22,0.2294,9,25,144,220,300,55,61,44.5
ArticularyWordRecognition,1d_conv_circular_conv_sinusoidal,0.0333,1,,,,,3.2117,0.2343,9,25,144,220,300,55,1,25.37
ArticularyWordRecognition,1d_conv_circular_conv_isolated_sinusoidal,0.95,1,0.1708,1.0,0.4891,0.9273,0.3567,0.2346,9,25,144,220,300,55,42,38.8
ArticularyWordRecognition,linear_additive_sinusoidal,0.95,2,0.0234,1.0,0.2676,0.9455,0.1905,0.2282,9,25,144,220,300,55,93,49.68
ArticularyWordRecognition,linear_additive_isolated_sinusoidal,0.9633,2,0.0203,1.0,0.2166,0.9636,0.1545,0.2282,9,25,144,220,300,55,100,52.2
ArticularyWordRecognition,1d_conv_additive_sinusoidal,0.04,2,,,,,3.2352,0.2332,9,25,144,220,300,55,1,22.76
ArticularyWordRecognition,linear_component_wise_sinusoidal,0.0733,2,,,,,3.2817,0.2291,9,25,144,220,300,55,1,25.06
ArticularyWordRecognition,1d_conv_component_wise_sinusoidal,0.9433,2,0.1704,0.9955,0.4412,0.8909,0.2869,0.2346,9,25,144,220,300,55,47,39.97
ArticularyWordRecognition,linear_circular_conv_sinusoidal,0.9533,2,0.0776,1.0,0.5367,0.8545,0.213,0.2294,9,25,144,220,300,55,55,42.58
ArticularyWordRecognition,1d_conv_circular_conv_sinusoidal,0.0333,2,,,,,3.2315,0.2343,9,25,144,220,300,55,1,25.8
ArticularyWordRecognition,1d_conv_circular_conv_isolated_sinusoidal,0.96,2,0.0351,1.0,0.4015,0.8909,0.1636,0.2346,9,25,144,220,300,55,59,44.06
ArticularyWordRecognition,linear_additive_sinusoidal,0.95,3,0.1539,1.0,0.5122,0.9273,0.3119,0.2282,9,25,144,220,300,55,100,51.47
ArticularyWordRecognition,linear_additive_isolated_sinusoidal,0.94,3,0.0239,1.0,0.1977,0.9455,0.1752,0.2282,9,25,144,220,300,55,90,49.53
ArticularyWordRecognition,1d_conv_additive_sinusoidal,0.07,3,,,,,3.2155,0.2332,9,25,144,220,300,55,1,23.28
ArticularyWordRecognition,linear_component_wise_sinusoidal,0.9433,3,0.0381,1.0,0.3346,0.9273,0.1757,0.2294,9,25,144,220,300,55,57,42.33
ArticularyWordRecognition,1d_conv_component_wise_sinusoidal,0.97,3,0.0456,1.0,0.3217,0.9273,0.1806,0.2346,9,25,144,220,300,55,71,46.32
ArticularyWordRecognition,linear_circular_conv_sinusoidal,0.0033,3,,,,,3.2799,0.2291,9,25,144,220,300,55,1,23.74
ArticularyWordRecognition,1d_conv_circular_conv_sinusoidal,0.95,3,0.01,1.0,0.3192,0.9273,0.1518,0.2346,9,25,144,220,300,55,75,46.97
ArticularyWordRecognition,1d_conv_circular_conv_isolated_sinusoidal,0.0333,3,,,,,3.289,0.2344,9,25,144,220,300,55,1,24.41
ArticularyWordRecognition,linear_additive_sinusoidal,0.9133,4,0.2179,0.9955,0.4546,0.9636,0.4032,0.2282,9,25,144,220,300,55,75,45.41
ArticularyWordRecognition,linear_additive_isolated_sinusoidal,0.96,4,0.0396,1.0,0.3377,0.9455,0.1687,0.2282,9,25,144,220,300,55,100,51.57
ArticularyWordRecognition,1d_conv_additive_sinusoidal,0.0233,4,,,,,3.232,0.2332,9,25,144,220,300,55,1,24.8
ArticularyWordRecognition,linear_component_wise_sinusoidal,0.93,4,0.258,0.9909,0.5485,0.8545,0.365,0.2294,9,25,144,220,300,55,64,44.8
ArticularyWordRecognition,1d_conv_component_wise_sinusoidal,0.96,4,0.0177,1.0,0.4232,0.8909,0.141,0.2346,9,25,144,220,300,55,51,42.96
ArticularyWordRecognition,linear_circular_conv_sinusoidal,0.9533,4,0.0128,1.0,0.3568,0.9273,0.1823,0.2294,9,25,144,220,300,55,75,48.43
ArticularyWordRecognition,1d_conv_circular_conv_sinusoidal,0.0067,4,,,,,3.2333,0.2343,9,25,144,220,300,55,1,25.36
ArticularyWordRecognition,1d_conv_circular_conv_isolated_sinusoidal,0.9567,4,0.0371,1.0,0.3817,0.9091,0.2003,0.2346,9,25,144,220,300,55,76,48.86
ArticularyWordRecognition,linear_additive_sinusoidal,0.9167,5,0.3305,0.9864,0.5522,0.9273,0.4447,0.2282,9,25,144,220,300,55,98,52.11
ArticularyWordRecognition,linear_additive_isolated_sinusoidal,0.9633,5,0.0133,1.0,0.1284,0.9818,0.1275,0.2282,9,25,144,220,300,55,100,52.6
ArticularyWordRecognition,1d_conv_additive_sinusoidal,0.9367,5,0.059,1.0,0.2072,0.9818,0.2329,0.2334,9,25,144,220,300,55,96,50.86
ArticularyWordRecognition,linear_component_wise_sinusoidal,0.9334,5,0.2313,0.9954,0.4436,0.9273,0.3608,0.2294,9,25,144,220,300,55,63,45.98
ArticularyWordRecognition,1d_conv_component_wise_sinusoidal,0.9667,5,0.0785,1.0,0.2824,0.9273,0.1986,0.2346,9,25,144,220,300,55,100,54.97
ArticularyWordRecognition,linear_circular_conv_sinusoidal,0.0533,5,,,,,3.2337,0.2291,9,25,144,220,300,55,1,24.95
ArticularyWordRecognition,1d_conv_circular_conv_sinusoidal,0.9533,5,0.0426,1.0,0.3926,0.9091,0.1821,0.2346,9,25,144,220,300,55,45,40.17
ArticularyWordRecognition,1d_conv_circular_conv_isolated_sinusoidal,0.95,5,0.0299,1.0,0.3465,0.9273,0.1923,0.2346,9,25,144,220,300,55,51,42.81
BasicMotions,linear_additive_sinusoidal,0.1,1,,,,,1.4672,0.2086,6,4,100,32,40,8,1,28.16
